featured,covid-19,anonymous,date,time,headline,role,location,status,contract,years,helpful,pros,cons,advice_to_mgmt,main_rating,work_life_balance,culture_and_values,diversity_inclusion,career_opportunities,comp_and_benefits,senior_management,recommends,outlook,CEO_approval,response_date,response_role,response
0,0,0,1 November 2020,07:15:40,Can learn a lot, Business Analyst,Hong Kong,"1 November 2020
""Can learn a lot""
4.0
★★★★★
Current Employee ",full-time,,0,Can learn a lot in this job,High workload and need OT,,4.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,
0,0,0,30 October 2020,04:18:05,Fair, Banking Operation Manager,Hong Kong,"30 October 2020
""Fair""
4.0
★★★★★
Current Employee ",full-time,,0,Friendly working environment and stable,Long working hour and manual work based,,4.0,3.0,3.0,2.0,3.0,3.0,4.0,Neutral Outlook,No Opinion of CEO,No Opinion of CEO,,,
0,0,0,14 October 2020,02:22:02,Nice working environment, Senior Strategy Manager,Hong Kong,"14 October 2020
Helpful (1)
""Nice working environment""
5.0
★★★★★
Current Employee ",full-time, more than a year,1,Colleagues are very friendly and relax working environment,Pay and package is less competitive in the market,,5.0,5.0,4.0,5.0,4.0,3.0,4.0,Recommends,Positive Outlook,Approves of CEO,,,
0,0,1,19 November 2020,19:44:45,Learn less work less culture,,,"19 November 2020
""Learn less work less culture""
1.0
★★★★★
Former Employee ",full-time,,0,"Managers want to cover less responsibility and don’t want sub ordinates to take up things, I.e. responsibilities. As long as your boss doesn’t appreciate work, you can also be v lazy and no outcome. Just blame the people working in the team not covering their responsibilities. The job is v stable and more/less same pay no matter you work or not.",Highly demoralising culture for those who would like to work up to standard and with sense of ownership of responsibilities. There is no open communication. Opinions or ideas would be blamed until u r silence.,,1.0,5.0,1.0,1.0,5.0,3.0,1.0,Doesn't Recommend,Neutral Outlook,No Opinion of CEO,,,
0,0,0,8 October 2020,07:05:53,.., Graduate Trainee,Central,"8 October 2020
""..""
4.0
★★★★★
Former Employee ",full-time,,0,"great bonus, good enviroment, good","bad working hour, OT a lot",,4.0,,,,,,,,,,,,
0,0,0,7 October 2020,08:47:17,good company rigid management, Teller,Hong Kong,"7 October 2020
""good company rigid management""
4.0
★★★★★
Current Employee ",full-time,,0,defo care about their employees,very rigid rules and management,,4.0,,,,,,,,,,,,
0,0,0,19 October 2020,22:57:45,Stable and many procedures, Manager,,"19 October 2020
""Stable and many procedures""
3.0
★★★★★
Former Employee ",full-time,,0,"Stable, most people worked there for years",Too stable and nothing to learn,,3.0,4.0,3.0,3.0,3.0,4.0,4.0,,,,,,
0,0,1,18 October 2020,23:30:35,Product Manager,,,"18 October 2020
Helpful (1)
""Product Manager""
2.0
★★★★★
Current Employee ",full-time, more than 10 years,1,"Stable, AL is fine, have $10 lunch and occasionally have gifts","Medical benefit not as good as others, full Chinese language, Chinese style of working, conservative, office needs renovation",Can create flexible working environment,2.0,3.0,1.0,1.0,2.0,2.0,2.0,Doesn't Recommend,Positive Outlook,,,,
0,0,0,18 October 2020,06:55:20,I did not find my passion there anyway, Data Analyst,Central,"18 October 2020
""I did not find my passion there anyway""
3.0
★★★★★
Former Employee ",full-time, less than a year,0,work life balance is good,"it is ok overall, but I wanna go to more international banking.",,3.0,5.0,4.0,3.0,3.0,3.0,4.0,Recommends,Neutral Outlook,Approves of CEO,,,
0,0,0,14 October 2020,05:54:44,Average, Customer Service Manager (CSM),Hong Kong,"14 October 2020
""Average""
3.0
★★★★★
Current Employee ",full-time,,0,"Constant work and consistent , the system is quite complete",Salaries not high enough and work load is high,,3.0,2.0,,,,,,Doesn't Recommend,Neutral Outlook,No Opinion of CEO,,,
0,0,0,9 October 2020,02:26:21,NA, IT Audit Manager,Hong Kong,"9 October 2020
Helpful (1)
""NA""
2.0
★★★★★
Former Employee ",full-time, more than a year,1,Staff benefit is better than a commercial company,there was many old seafood in every corner,,2.0,3.0,2.0,2.0,2.0,3.0,3.0,,,,,,
0,0,0,7 October 2020,17:01:55,OT life, Compliance Officer,Hong Kong,"7 October 2020
""OT life""
3.0
★★★★★
Current Employee ",full-time,,0,"casual environment
nice colleagues
center of city","OT everyday
no internal promotion
not fair
no chance for you",,3.0,3.0,3.0,3.0,1.0,3.0,2.0,Doesn't Recommend,Neutral Outlook,No Opinion of CEO,,,
