featured,covid-19,anonymous,date,time,headline,role,location,status,contract,years,helpful,pros,cons,advice_to_mgmt,main_rating,work_life_balance,culture_and_values,diversity_inclusion,career_opportunities,comp_and_benefits,senior_management,recommends,outlook,CEO_approval,response_date,response_role,response
0,0,0,22 July 2020,08:30:32,no no no, Software Engineer,Sha Tin,"22 July 2020
""no no no""
1.0
★★★★★
Former Employee ",full-time,,0,nothing to say bad at everything,stay away from this company,,1.0,1.0,1.0,,1.0,1.0,1.0,Doesn't Recommend,Negative Outlook,No Opinion of CEO,,,
0,0,0,5 June 2020,21:26:28,Having pros and cons, Lead Engineer,Sha Tin,"5 June 2020
""Having pros and cons""
4.0
★★★★★
Current Employee ",full-time, more than a year,0,2/3 time in my job is not very busy; not being pushed by me supervisor,The product/ outcome of projects in not in good quality; being critized by client somtimes,,4.0,4.0,2.0,,1.0,3.0,2.0,Recommends,Negative Outlook,Disapproves of CEO,,,
0,0,0,1 June 2020,23:49:03,Good employer, Internship,,"1 June 2020
""Good employer""
5.0
★★★★★
Former Employee ",full-time,,0,"Good employees, good environment, good facilities","low salary, far from city",,5.0,,,,,,,,,,,,
0,0,0,2 April 2020,23:22:04,Hong Kong ASTRI, Associated Principal Engineer,,"2 April 2020
""Hong Kong ASTRI""
2.0
★★★★★
Former Employee ",full-time, more than a year,0,More chances to be promoted if you work hard.,Annual increases in wages are usually no much.,,2.0,4.0,2.0,,3.0,2.0,3.0,Doesn't Recommend,Negative Outlook,No Opinion of CEO,,,
0,0,1,8 December 2019,23:41:59,Senior Engineer,,,"8 December 2019
""Senior Engineer""
2.0
★★★★★
Former Employee ",full-time,,0,Good for Work life balance,Package not attractive. Salary is below market,,2.0,5.0,2.0,,1.0,2.0,1.0,,,,,,
0,0,0,11 November 2019,17:56:57,Best place to train up your technical skills, Manager,,"11 November 2019
""Best place to train up your technical skills""
4.0
★★★★★
Former Employee ",full-time, more than 10 years,0,Good R&D atmosphere; good compensation package; good work-life balance; little office politics; very nice and smart colleagues.,Commercialization and impact of projects was not enough.,Needs more high-profile projects so that the efforts of the staff can be easily recognized by the industries as well as general public.,4.0,4.0,4.0,,3.0,4.0,3.0,Recommends,Neutral Outlook,No Opinion of CEO,,,
0,0,1,27 October 2019,20:48:51,Good place to do IT research,,,"27 October 2019
""Good place to do IT research""
4.0
★★★★★
Former Employee ",full-time, less than a year,0,Free space to work on the research project what you would be interested in,"Not well organized.
There is not much opportunity to promote based on the evaluation of the performance.",,4.0,5.0,4.0,,4.0,,3.0,,,,,,
0,0,1,22 October 2019,22:47:24,senior engineer (PI),,,"22 October 2019
""senior engineer (PI)""
4.0
★★★★★
Current Employee ",full-time,,0,"friendly environment, easy work and life",limited by its vision and objective,,4.0,5.0,4.0,,5.0,5.0,4.0,Recommends,Positive Outlook,No Opinion of CEO,,,
0,0,0,19 October 2019,01:08:38,Average place, Engineer,,"19 October 2019
""Average place""
4.0
★★★★★
Current Employee ",full-time,,0,Lucky to have a nice supervisor,Lack of team spirit and poor pay,,4.0,5.0,3.0,,2.0,3.0,3.0,Recommends,Neutral Outlook,Approves of CEO,,,
0,0,0,2 October 2019,03:56:19,Good, Executive Assistant,Hong Kong,"2 October 2019
""Good""
3.0
★★★★★
Current Employee ",full-time, more than 3 years,0,"nice team members, good environment","lack of promotion, complicate procedures",,3.0,3.0,3.0,,2.0,4.0,3.0,Recommends,Positive Outlook,Approves of CEO,,,
