featured,covid-19,anonymous,date,time,headline,role,location,status,contract,years,helpful,pros,cons,advice_to_mgmt,main_rating,work_life_balance,culture_and_values,diversity_inclusion,career_opportunities,comp_and_benefits,senior_management,recommends,outlook,CEO_approval,response_date,response_role,response
0,0,0,20 August 2015,20:53:14,Not too bad,Officer,Hong Kong,,, more than 3 years,0,- everything need to be done by yourself,- bad policy and boss,,2.0,2.0,1.0,,3.0,2.0,1.0,Doesn't Recommend,Negative Outlook,,,,
0,0,0,15 August 2015,01:18:54,Customer Service Ambassador,Customer Service Ambassador,Hong Kong,,,,0,The bank has Good working environment and the management staff are friendly and helpful,"You Cant promote easily, so far thats the main con. Also if you don't like working overtime, this airline is bad",,3.0,3.0,4.0,,3.0,3.0,4.0,Doesn't Recommend,Neutral Outlook,No Opinion of CEO,,,
0,0,0,17 April 2015,04:49:39,Simply bad,Human Resources,,,,,4,"Relatively easier to enter the aviation industry given the company is constantly losing its people on a daily basis. Good colleagues and teammate, especially the crews are young and energetic","Poor management who lack of common sense, not professional at all, poor compensation and poor morale.","Please don't think CX is one of your competitor, as two companies are of totally different level, thanks.",1.0,,,,,,,Doesn't Recommend,Neutral Outlook,,,,
0,0,0,10 April 2015,08:54:38,Senior Purser,,,,,,0,Direct promotion and seems like a good career prospect in the day you joined but then no salary upgrade but you work like 10,Bad management liar company low pay tough rosters and very bad work culture. No one knows what is going on.,Pay better and no more illegal,1.0,,,,,,,,,,,,
0,0,0,23 May 2014,00:21:32,"Good place to gain your career growth, but lack of management, low salary", Engineering,Hong Kong,"23 May 2014
Helpful (2)
""Good place to gain your career growth, but lack of management, low salary""
4.0
★★★★★
Current Employee ",full-time, more than a year,2,Work under a lot of missions which will give you a great professional growth.,Lack of teamwork and management,Get rid of HNA culture and more adapted to HK market,4.0,4.0,4.0,,3.0,2.0,2.0,Recommends,,,,,
0,0,0,23 February 2014,23:54:46,This is a energetic company which full of young people, Customer Services Officer I,Hong Kong,"23 February 2014
""This is a energetic company which full of young people""
3.0
★★★★★
Current Employee ",full-time, less than a year,0,It is easy for you to get along with similar age group if you are fresh graduates and you can earn more as you work longer hours and sometimes they will have extra bonus to attract employee to work extra hours since it will be busy during the peak season.,"If you don't want to work overnight, it will be a bad job since though you always need to work for overtime if your shift is at night. Their last working hour normally is at 2:30 am but you cannot leave if there is some problem since the next shift will be at 5 am.",,3.0,3.0,2.0,,2.0,2.0,2.0,Recommends,Positive Outlook,,,,
0,0,0,10 September 2012,09:31:30,Suitable for Employees who like challenge, Human Resources Officer,Hong Kong,"10 September 2012
Helpful (2)
""Suitable for Employees who like challenge""
3.0
★★★★★
Current Employee ",full-time, more than a year,2,"- Salary pay is a bit below or at market rate. 
- However, due to the company's expansion plan, career advancement opportunities are great, depending on whether you would be proactive enough to voice out your opinions and show your initiative
- 5 free-of-charge plane tickets AND unlimited 90%-off tickets aach year for employees
- Work relation among colleagues is good due to 1) friendly working styles of Mainland Chinese and 2) most colleagues of different departments working on the same floor","- Succession planning is to be improved under its rapid business expansion
- Reporting line may change quite often due to company's rapid expansion and therefore department's structural changes
- New objectives are always set and to be met as soon as possible, but without proper project planning. This creates chaos to most employees and make them difficult to adapy. However, the optimistic side is that it creates career advancement opportunities to those who accept ""challenges""","- Better execution planning with organized, prior communication to employees before any companywide or functional initatives are to take place
- More variety of employee relations activities to boost morale",3.0,3.0,3.0,,4.0,3.0,2.0,,,,,,
0,0,0,18 December 2020,07:39:17,Good for trial if you are young, Flight Purser,"Dallas, TX","18 December 2020
""Good for trial if you are young""
4.0
★★★★★
Former Employee ",full-time,,0,Good colleagues and good culture,Bad health and unstable work,,4.0,3.0,4.0,4.0,3.0,3.0,3.0,Recommends,Neutral Outlook,No Opinion of CEO,,,
0,0,1,14 December 2020,08:02:01,Company Resources,,,"14 December 2020
""Company Resources""
3.0
★★★★★
Former Employee ",full-time, more than 5 years,0,limited resources of operations at various levels,"young company with young staff, who are trying to improve",nil,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Doesn't Recommend,Neutral Outlook,No Opinion of CEO,,,
0,0,1,27 November 2020,17:10:10,Treat your staff properly,,,"27 November 2020
""Treat your staff properly""
3.0
★★★★★
Former Employee ",full-time, more than 3 years,0,Lots of personal development opportunities,"Generally under-paid, mismanagement /loss of direction from top and plagued with financial troubles",Be firm on your decisions,3.0,3.0,3.0,2.0,4.0,1.0,2.0,Doesn't Recommend,Negative Outlook,No Opinion of CEO,,,
0,0,0,10 August 2020,10:39:42,Finance, Finance Manager,,"10 August 2020
""Finance""
5.0
★★★★★
Former Employee ",full-time,,0,Great team great benefit free tickets,"Lacking of management , turnover is really high",,5.0,,,,,,,,,,,,
0,1,0,"10 August 2020
COVID-19",21:32:14,sales, Senior Consultant,"Los Angeles, CA",,full-time, more than a year,0,The best airlines company in LA,Covid effected the business so badly,,5.0,5.0,5.0,,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,,,
0,0,1,3 February 2020,20:11:22,Accountant (Internal Auditing),,,"3 February 2020
""Accountant (Internal Auditing)""
5.0
★★★★★
Current Employee ",full-time,,0,excellent working environment and nice regulation on salary,"long working time, burdensome task amount",,5.0,5.0,5.0,,4.0,5.0,4.0,Approves of CEO,,Approves of CEO,,,
0,0,1,16 January 2020,05:32:32,Supervisor,,,"16 January 2020
""Supervisor""
3.0
★★★★★
Current Employee ",full-time,,0,Airport cargo operation and input outpit,Operation Deal with co load agent,,3.0,,,,,,,,,,,,
0,0,1,11 September 2019,09:40:50,Flight attendant,,,"11 September 2019
""Flight attendant""
4.0
★★★★★
Current Employee ",full-time,,0,Strive work-life balance nicely,Jetlag when flying long haul flight,,4.0,3.0,3.0,,3.0,3.0,3.0,Recommends,Neutral Outlook,No Opinion of CEO,,,
0,0,0,16 February 2019,22:56:36,Short Sighted Company, Account Manager,"Auckland, Auckland","16 February 2019
""Short Sighted Company""
2.0
★★★★★
Current Employee ",full-time, more than a year,0,5x RT EY FOC tickets per year plus heavily discounted partner airline tickets,"The short-sighted company, many top management from HNA group with internal relationships so incompetent.",Long term commitment. Listening to your local employees' ideas about how local market operate.,2.0,3.0,1.0,,2.0,2.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,,,
0,0,0,13 November 2018,00:56:31,airport service officer,,,,, more than 3 years,0,good penalty rate plus bouns. inspiring and competitive working environment. HQ sraff are nice.,being very presurized. HQ are very tough and thenmeab at work. set some unreasonable deadlines for tasks.,,3.0,3.0,3.0,,4.0,4.0,3.0,Recommends,Positive Outlook,No Opinion of CEO,,,
0,0,0,9 September 2018,04:38:49,"Horrible company, poor management in HKG, no respect for staff."," Officer, Airport Services",Gold Coast,"9 September 2018
Helpful (3)
""Horrible company, poor management in HKG, no respect for staff.""
1.0
★★★★★
Former Employee ",full-time, more than 3 years,3,"- Some of the passengers are nice, and make you smile.
- Discounted staff travel (but not as good compared to other companies).
- No two days are the same.","- Extremely poor management. The management couldn't care less about you as an employee, you're simply a number to them not a person.
-Management style is very 'mainland chinese'. They continue 'threatening' you. i.e 'If you don't do this you will be punished'.
- Very low pay compared to other airlines. 'Bonuses' are a joke, and you could only buy a cup of coffee with it.
- No company inter-departmental co-operation. Different departments don't work together so finding an answer to a question is difficult.
- HR Department is a joke. The time I was there they went through FOUR HR senior managers, so finding an answer to your question is extremely challenging.
- No redundancy payment.
- You have to put up with a LOT of challenges in the workplace. It's not an easy job, and you always go home worrying or HAVE to work for home (because if you don't HQ will call you and tell you off). The pay doesn't reflect all the things you need to go through.
- 'Staff workplace feedback surveys' are a JOKE. Why ask for feedback on how the company is performing if you're not going to act on it? And why ask us to put our name on it? Surely if you wanted our honest feedback you'd make it anonymous.","Instead of sitting in your office, come down to the airport one day and experience what we have to go through. Don't keep threatening us with disciplinary action, and let us have our days off. When you ask for our feedback on the workplace, actually act on it. No wonder why so many staff are resigning. We stay because we simply need to get paid. We don't stay because we love it.",1.0,1.0,1.0,,1.0,1.0,1.0,Doesn't Recommend,Neutral Outlook,Disapproves of CEO,,,
0,0,1,3 April 2018,19:48:27,Challenging and fast changing,,,"3 April 2018
""Challenging and fast changing""
3.0
★★★★★
Current Employee ",full-time, more than 5 years,0,Lots of opportunities and dynamic company. Lots of job opening.,Remote working place. Spend much time o commuting to and from job.,,3.0,2.0,2.0,,3.0,3.0,2.0,Recommends,Neutral Outlook,No Opinion of CEO,,,
0,0,0,3 September 2013,09:54:32,Terrible Management and Policies, Cabin Crew,,"3 September 2013
Helpful (39)
""Terrible Management and Policies""
1.0
★★★★★
Former Employee ",full-time, more than a year,39,New Starting Airlines that gives you chances to operate AIRBUS330 and travel around Asia. Medical Benefit.,"Terrible Management, Overtime working with no pay, Tricky illegal contract that makes you owe the company money. Poor Teamwork, co-workers gives each other hard times. Most flights are Turn-around flights.",Exploiting your employees won't make your company better. Improve the team spirits and show a supportive management to the crew.,1.0,2.0,2.0,,3.0,2.0,1.0,Doesn't Recommend,Negative Outlook,,,,
