featured,covid-19,anonymous,date,time,headline,role,location,status,contract,years,helpful,pros,cons,advice_to_mgmt,main_rating,work_life_balance,culture_and_values,diversity_inclusion,career_opportunities,comp_and_benefits,senior_management,recommends,outlook,CEO_approval,response_date,response_role,response
0,0,0,21 December 2020,03:56:51,It is a good place for great staff jumping off to other universities., Research Assistant,Hong Kong,"21 December 2020
""It is a good place for great staff jumping off to other universities.""
4.0
★★★★★
Current Employee ",full-time,,0,Aggressive for ranking climbing and seeking.,It is managed as a company with the individual interests over the company interests for benefits and risks.,,4.0,4.0,1.0,3.0,5.0,3.0,3.0,Recommends,Positive Outlook,Approves of CEO,,,
0,0,0,2 December 2020,18:44:33,QS ranking, Education development officer,"Kowloon Tong, Kowloon City","2 December 2020
""QS ranking""
5.0
★★★★★
Current Employee ",full-time,,0,"Excellence, Accountability, Civility and Collegiality",Still developing on the prestige programme,,5.0,4.0,4.0,5.0,4.0,4.0,4.0,Recommends,Neutral Outlook,,,,
0,0,0,13 December 2020,03:50:30,Good experience, Post Doc Fellow,Hong Kong,"13 December 2020
""Good experience""
4.0
★★★★★
Former Employee ",full-time,,0,convenient location/ good facilities / good officemates,salary not so good/office is not good,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Recommends,,,,,
0,0,0,25 November 2020,17:18:06,Quick review, PhD Student,Hong Kong,"25 November 2020
""Quick review""
5.0
★★★★★
Current Employee ",full-time,,0,strong faculty and money support,small campus and space for research,,5.0,,,,,,,,,,,,
0,0,0,7 December 2020,19:02:55,Normal Uni, Office Clerk,Hong Kong,"7 December 2020
""Normal Uni""
3.0
★★★★★
Former Employee ",part-time,,0,"Regular working hours, no need to OT",weak labor union to safeguard interests of staff,,3.0,,,,,,,,,,,,
0,0,1,18 November 2020,00:41:40,Awesome!,,,"18 November 2020
""Awesome!""
5.0
★★★★★
Current Employee ",part-time,,0,Creative Thinking and Explorative Projects,I don't see any problems with this job.,,5.0,,,,,,,,,,,,
0,0,0,14 November 2020,08:00:50,., Doctor,Hong Kong,"14 November 2020
"".""
5.0
★★★★★
Current Employee ",full-time,,0,good environment for the research,The overall space is little,,5.0,3.0,2.0,4.0,2.0,3.0,3.0,Recommends,Positive Outlook,No Opinion of CEO,,,
0,0,0,26 November 2020,21:27:09,OK, Executive Officer,Hong Kong,"26 November 2020
""OK""
3.0
★★★★★
Current Employee ",full-time,,0,location middle of the city,The campus seems too small,,3.0,,,,,,,,,,,,
0,0,0,6 November 2020,06:46:44,Good pay, Research Assistant,"Kwun Tong, Kowloon City","6 November 2020
""Good pay""
5.0
★★★★★
Former Employee ",full-time,,0,"Depending on the research group and PI, the monthly salary can easily be over 20K",Some PIs might ask you to work overtime,,5.0,5.0,2.0,2.0,2.0,2.0,2.0,,,,,,
0,0,0,4 November 2020,19:05:03,A nice part-time opportunity, Student Helper,,,part-time, less than a year,0,"Nice and understanding supervisor, decent payment",I can think of nothing to be commented on,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,
0,0,1,17 November 2020,09:32:11,XXXXXXX,,Hong Kong,"17 November 2020
""XXXXXXX""
3.0
★★★★★
Current Employee ",part-time,,0,good to be in there,wages are too low in my view,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Doesn't Recommend,Neutral Outlook,No Opinion of CEO,,,
0,0,0,1 November 2020,19:14:03,PhD Research Student, PhD Research Student,Hong Kong,"1 November 2020
""PhD Research Student""
5.0
★★★★★
Current Employee ",full-time, more than 3 years,0,Flexible working and good working environment,I think there is no disadvantage.,,5.0,5.0,4.0,5.0,3.0,5.0,3.0,Recommends,Positive Outlook,No Opinion of CEO,,,
0,0,0,14 November 2020,03:21:43,Nice job, Research Assistant,Hong Kong,"14 November 2020
""Nice job""
3.0
★★★★★
Former Employee ",full-time, more than a year,0,"easy and stable, no OT",My boss is not very nice.,,3.0,5.0,5.0,2.0,2.0,1.0,1.0,Doesn't Recommend,Positive Outlook,Approves of CEO,,,
0,0,0,30 October 2020,04:19:00,Research Assistant, Research Assistant,Hong Kong,"30 October 2020
""Research Assistant""
5.0
★★★★★
Current Employee ",part-time, less than a year,0,Work from home is available,Sometimes the academic papers can be quite difficult to understand,,5.0,4.0,3.0,2.0,3.0,3.0,2.0,,,,,,
0,0,0,26 October 2020,20:10:46,Good university great experience working there, Assistant Professor,Hong Kong,"26 October 2020
""Good university great experience working there""
5.0
★★★★★
Current Employee ",full-time,,0,"focus on growth, fast moving",a bit too fast moving. rules change too often,rules and people in university administration change to often. university is too greedy for growth insteand of a focus on quality.,5.0,3.0,3.0,5.0,5.0,5.0,3.0,Recommends,Positive Outlook,Approves of CEO,,,
0,0,0,26 October 2020,03:47:25,Physics Student, University Student,Hong Kong,"26 October 2020
""Physics Student""
5.0
★★★★★
Current Employee ",full-time,,0,High quality teaching support and source for self-studying,The workload is stress and tension,,5.0,,,,,,,,,,,,
0,0,0,9 November 2020,08:34:24,gd, Research Assistant,,"9 November 2020
""gd""
4.0
★★★★★
Current Employee ",part-time,,0,good research environment and partners,depends on different department tho,,4.0,,,,,,,,,,,,
0,0,0,2 November 2020,03:03:24,Student helper, Student Helper,Hong Kong,"2 November 2020
""Student helper""
3.0
★★★★★
Former Employee ",part-time,,0,offering chance for students to learn and prepare than to the workplace,a bit boring job for students,,3.0,,,,,,,,,,,,
0,0,0,31 October 2020,22:51:13,Internship, Intern,Hong Kong,"31 October 2020
""Internship""
4.0
★★★★★
Current Employee ",full-time,,0,"Good location, cheap food, MTR is near",Not engaging workspace and community itself,,4.0,,,,,,,,,,,,
0,0,0,16 October 2020,05:31:56,working experience in cityu, Research Assistant,Hong Kong,"16 October 2020
""working experience in cityu""
5.0
★★★★★
Current Employee ",full-time,,0,everything is fine for such an experience,nothing wrong with this position,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,,,
0,0,0,14 October 2020,11:47:27,The best place to work, Researcher,Hong Kong,"14 October 2020
""The best place to work""
5.0
★★★★★
Current Employee ",full-time, more than 3 years,0,"International environment in Hong Kong, and World Class University",There is high toxicity in Hong Kong,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,,,
0,0,0,27 October 2020,19:53:46,It's Fine, Undergraduate Research Assistant,Hong Kong,"27 October 2020
""It's Fine""
4.0
★★★★★
Former Employee ",part-time,,0,"Interesting work, good exposure for students",Can't think of anything in particular,,4.0,,,,,,,,,,,,
0,0,0,24 October 2020,08:26:33,"OVP(DE), high starting salary point, low increasing rate", Training Officer,"Kwun Tong, Kowloon City","24 October 2020
""OVP(DE), high starting salary point, low increasing rate""
2.0
★★★★★
Current Employee ",full-time,,0,"- The colleagues in low and middle level are friendly
- The comradery level is huge
- The salary starting point is high and generous","- Salary increasing rate is horrendously low
- Personnel in the manger level are harsh and mean
- VP is caring expenses very much
- Lack of support and resources
- The office is low-tech while working on a project related to IT education in primary schools
- Terrible communication between middle level and management level","- Salary incresing rate should be higher
- Be realistic, don't just stay in the ivory tower, look into the real job market
- Be more generous on the expenses and working hour
- Input more on high-tech equipment",2.0,5.0,1.0,3.0,1.0,1.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,,,
0,0,0,21 October 2020,04:17:35,RA at CityU of HK, Research Assistant,Hong Kong,"21 October 2020
""RA at CityU of HK""
4.0
★★★★★
Former Employee ",full-time,,0,very nice supervisor; good teammates,Salary is not very good,,4.0,,,,,,,,,,,,
0,0,0,1 October 2020,18:52:48,Best University!, Undergraduate Student,,"1 October 2020
""Best University!""
5.0
★★★★★
Current Employee ",full-time, less than a year,0,"good facilities, high-quality teaching, great buildings","nothing, its an undoubtedly wonderful university",,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,,,
0,0,0,12 October 2020,02:20:31,Review, Research Assistant,"Kowloon Tong, Kowloon City","12 October 2020
""Review""
4.0
★★★★★
Former Employee ",full-time,,0,"nice canteen, friendly working atmosphere",na. i am quite satisfied,,4.0,,,,,,,,,,,,
0,0,0,8 October 2020,21:38:21,RA life, Research Assistant,Hong Kong,"8 October 2020
""RA life""
3.0
★★★★★
Current Employee ",full-time,,0,good location and transportation diversity,tough workload and poor canteen,,3.0,,,,,,,,,,,,
0,0,0,14 September 2020,05:58:51,Part time research assistant, Research Assistant,,"14 September 2020
""Part time research assistant""
5.0
★★★★★
Current Employee ",part-time,,0,"Great learning experience
Supportive mentor and colleagues 
Innovative projects to work on",Salary is very low compared to the market rates,,5.0,,,,,,,,,,,,
0,0,0,21 September 2020,03:32:10,Good experience, Teaching Assistant,,"21 September 2020
""Good experience""
4.0
★★★★★
Current Employee ",part-time,,0,Hands-on experience in teaching and opportunity for in-class presentation to students,Need to manage time while taking courses,,4.0,5.0,4.0,,3.0,3.0,4.0,,,,,,
0,0,0,26 August 2020,23:37:39,Nothing special, Research Assistant,"Kowloon City, Kowloon City","26 August 2020
""Nothing special""
5.0
★★★★★
Current Employee ",full-time,,0,wonderful place to eat and shop,expensive place to eat and shop,,5.0,,,,,,,,,,,,
0,0,0,10 September 2020,01:15:11,"If you can, pick other universities", Senior Research Assistant,,"10 September 2020
""If you can, pick other universities""
2.0
★★★★★
Former Employee ",part-time, more than 3 years,0,It’s in downtown Hong Kong.,"The culture of the people in Cityu, in many departments there is plenty of vicious competition.",,2.0,1.0,1.0,,2.0,3.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,,,
0,0,0,24 September 2020,07:53:21,No, Assistant Professor,Hong Kong,"24 September 2020
""No""
1.0
★★★★★
Current Employee ",full-time,,0,Less competitive early to promote,The school only looks at ranking,,1.0,,,,,,,,,,,,
