featured,covid-19,anonymous,date,time,headline,role,location,status,contract,years,helpful,pros,cons,advice_to_mgmt,main_rating,work_life_balance,culture_and_values,diversity_inclusion,career_opportunities,comp_and_benefits,senior_management,recommends,outlook,CEO_approval,response_date,response_role,response
0,0,1,29 November 2018,18:20:15,PhD Candidate,,,"29 November 2018
""PhD Candidate""
4.0
★★★★★
Current Employee ",full-time,,0,Excellent academic environment and an international staff overall,At times it seems that there are not future opportunities for local researchers,,4.0,4.0,4.0,,2.0,5.0,4.0,Recommends,Positive Outlook,Approves of CEO,,,
0,0,1,6 October 2018,08:15:57,Work life super balance,,,"6 October 2018
""Work life super balance""
4.0
★★★★★
Former Employee ",full-time, more than 3 years,0,"- No overtime
-Well-established system
- Good superiors","- Staff can be really old-minded and stubborn
- Not quite challenging",,4.0,5.0,4.0,,2.0,5.0,4.0,Recommends,Neutral Outlook,Approves of CEO,,,
0,0,1,17 July 2018,05:02:00,research assistant,,,"17 July 2018
""research assistant""
4.0
★★★★★
Former Employee ",part-time,,0,you have time reading many academic articles,you need to spend extra time on it,,4.0,3.0,4.0,,4.0,3.0,3.0,,,,,,
0,0,0,23 June 2018,03:52:53,Good, Systems Analyst,Hong Kong,"23 June 2018
""Good""
4.0
★★★★★
Current Employee ",full-time, more than 5 years,0,Good environment to learn new technology,Many projects need to be handled,,4.0,5.0,5.0,,4.0,3.0,4.0,Recommends,Neutral Outlook,No Opinion of CEO,,,
0,0,1,20 March 2018,02:33:47,Research Assistant,,,"20 March 2018
""Research Assistant""
5.0
★★★★★
Former Employee ",full-time,,0,"good environment, good boss, very stable, a good place to do research stuff","actually no cons, time is flexible so there is not too much pressure",,5.0,5.0,5.0,,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,,,
0,0,1,8 February 2018,01:46:04,APO,,,"8 February 2018
""APO""
4.0
★★★★★
Current Employee ",full-time,,0,"Good environment
No over-time job
Salary increased every year follows the increase of civil servants' salary","no room for advancement
low salary compared to that in industry
not too much to learn","Raise the salary
admin staff want to have RETREAT too!",4.0,,,,,,,,,,,,
0,0,1,24 January 2018,18:59:36,not bad to work with,,,"24 January 2018
""not bad to work with""
5.0
★★★★★
Current Employee ",full-time, less than a year,0,"the environment is good
no office politics",very very little communications amony collegues,"plz bring bu excellent again

its ranking is dropping every year",5.0,5.0,3.0,,2.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO,,,
0,0,0,10 January 2018,01:48:06,summer research assistant,,,,,,0,cutting edge research program supervised by professors,"lack of training , mostly self-learning",,5.0,,,,,,,,,,,,
0,0,1,27 November 2017,07:24:02,MScBM Grad Student at HKBU,,,"27 November 2017
""MScBM Grad Student at HKBU""
5.0
★★★★★
Current Employee ",full-time,,0,"Offered full scholarship plus a monthly stipend 
Good facilities and on campus housing
Classes were easy( was able to work during my studies)","Classes were easy( if you want challenging classes)
Pretty similar to basic business classes",,5.0,5.0,,,4.0,5.0,,Recommends,,,,,
0,0,0,28 November 2017,12:42:48,Growing University with Good Opportunities, Lecturer,Hong Kong,"28 November 2017
""Growing University with Good Opportunities""
3.0
★★★★★
Former Employee ",part-time,,0,Administrative structures to ensure quality of education and helpful course coordinators to ensure smooth running of procedures. Continuing development provided great career opportunities.,Human resources department is not very well-organized.,,3.0,3.0,4.0,,5.0,2.0,3.0,Recommends,Positive Outlook,No Opinion of CEO,,,
0,0,1,26 November 2017,20:35:12,Research Assistant,,,"26 November 2017
""Research Assistant""
3.0
★★★★★
Current Employee ",full-time,,0,"Normal work time from 10 to 6
Good and knowledgeable group leaders","Low pay 
bad location
poor atmosphere
no connection between groups 
poor equipments",,3.0,,,,,,,,,,,,
0,0,1,24 October 2017,16:43:49,Great working environment,,,"24 October 2017
""Great working environment""
5.0
★★★★★
Former Employee ",full-time,,0,"- Stable and supportive working environment
- Good remuneration
- Access to university facilities
- Opportunities to learn and grow",- Can have a traditional approach,,5.0,,,,,,,,,,,,
0,0,0,20 September 2017,05:20:07,A relaxed working environment, Student Helper,"Kowloon Tong, Kowloon City","20 September 2017
""A relaxed working environment""
5.0
★★★★★
Current Employee ",part-time, less than a year,0,"A high level of freedom and comfortable working environment are the best part of the job. nice supervisor, flexible working hours",The pay is a bit low. It is not easy to learn a lot in this position. No career prospect.,,5.0,4.0,4.0,,3.0,3.0,4.0,Recommends,Neutral Outlook,No Opinion of CEO,,,
0,0,1,12 September 2017,19:10:25,Admin,,,"12 September 2017
""Admin""
3.0
★★★★★
Current Employee ",full-time,,0,"- stable
- not so competitive in the team
- no need to work overtime (just occasionally)","- not much career advancement
- can be boring",,3.0,3.0,3.0,,2.0,3.0,3.0,,,,,,
0,0,1,6 September 2017,01:12:50,EA,,,"6 September 2017
Helpful (1)
""EA""
1.0
★★★★★
Former Employee ",full-time,,1,Workload not heavy and convince location,"low salary without promotion opportunity, many ""senior"" people who not willing to work",Bad Management in HKBU,1.0,1.0,1.0,,1.0,1.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,,,
0,0,1,8 February 2017,18:52:29,Great rewards and teaching environment,,Hong Kong,"8 February 2017
""Great rewards and teaching environment""
5.0
★★★★★
Current Employee ",full-time, more than 3 years,0,"Friendly workplace, Great location, Has money for research",More transparency on performance evaluation system needed,,5.0,4.0,2.0,,5.0,5.0,4.0,Recommends,Positive Outlook,Approves of CEO,,,
0,0,0,23 November 2016,04:36:20,part time helper, Part Time Helper,"Kowloon Tong, Kowloon City","23 November 2016
""part time helper""
4.0
★★★★★
Former Employee ",part-time, more than a year,0,"short working hour 9 - 5:30
easy handle tasks (filing,data entry,sorting,and other admin duties)
reasonable paid (paid lunch hour)
near mtr station (within15mins walking distance)","Not always have vancancy for work
it depends on the workload of different departments
summer and before school opening and exam period is the peak",,4.0,4.0,3.0,,3.0,3.0,2.0,Recommends,Positive Outlook,No Opinion of CEO,,,
0,0,0,8 September 2016,23:10:39,Pros and Cons,Senior Research Assistant,Hong Kong,,,,0,"Can get a publications in anaerobic digestions, with loads of experienced seniors to guide",Short tempered people around you.. Has to write a loads and loads of proposal.,,2.0,2.0,1.0,,3.0,1.0,1.0,Doesn't Recommend,Neutral Outlook,No Opinion of CEO,,,
